key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
59,今日金价查询,2025搜索,93,93,流量最高,今日金价,500270.0
59,今日金价查询,2025搜索,93,93,流量最高,金价今天什么价格,8789.0
59,今日金价查询,2025搜索,93,93,流量最高,金价格今日最新,7200.0
59,今日金价查询,2025搜索,93,93,随机,黄金今日走势分析,1119.0
59,今日金价查询,2025搜索,93,93,随机,黄金价格今日金价,154.0
59,今日金价查询,2025搜索,93,93,随机,今日金价实时查询,909.0
70,查询上证指数行情,2025搜索,47,47,流量最高,上证指数,253573.0
70,查询上证指数行情,2025搜索,47,47,流量最高,深证指数,22551.0
70,查询上证指数行情,2025搜索,47,47,流量最高,000001上证指数,10135.0
70,查询上证指数行情,2025搜索,47,47,随机,上证指数行情实时,447.0
70,查询上证指数行情,2025搜索,47,47,随机,今天上证指数,460.0
70,查询上证指数行情,2025搜索,47,47,随机,上证指数最近行情,693.0
62,黄金价格查询,2025搜索,51,51,流量最高,黄金价格,204039.0
62,黄金价格查询,2025搜索,51,51,流量最高,今日黄金价格,19713.0
62,黄金价格查询,2025搜索,51,51,流量最高,黄金价格走势,3986.0
62,黄金价格查询,2025搜索,51,51,随机,上海黄金价格,484.0
62,黄金价格查询,2025搜索,51,51,随机,今日黄金价格最新消息实时,482.0
62,黄金价格查询,2025搜索,51,51,随机,黄金价格今日最新价2024,359.0
65,实时国际金价查询,2025搜索,75,74,流量最高,金价,141405.0
65,实时国际金价查询,2025搜索,75,74,流量最高,国际金价,84051.0
65,实时国际金价查询,2025搜索,75,74,流量最高,实时金价,9111.0
65,实时国际金价查询,2025搜索,75,74,随机,国际铜价,439.0
65,实时国际金价查询,2025搜索,75,74,随机,国内金价,2642.0
65,实时国际金价查询,2025搜索,75,74,随机,7.1国际金价再次上涨,200.0
72,东方财富官方入口查询,2025搜索,79,79,流量最高,东方财富网,103326.0
72,东方财富官方入口查询,2025搜索,79,79,流量最高,东方财富网首页,23511.0
72,东方财富官方入口查询,2025搜索,79,79,流量最高,东方财富,20484.0
72,东方财富官方入口查询,2025搜索,79,79,随机,东方财经财富网官,225.0
72,东方财富官方入口查询,2025搜索,79,79,随机,东方财经财富,285.0
72,东方财富官方入口查询,2025搜索,79,79,随机,恒大财富,168.0
3,查询股票行情,2025搜索,262,262,流量最高,股市行情,63395.0
3,查询股票行情,2025搜索,262,262,流量最高,今日股市行情,39506.0
3,查询股票行情,2025搜索,262,262,流量最高,今日股市,24767.0
3,查询股票行情,2025搜索,262,262,随机,香港股市行情,226.0
3,查询股票行情,2025搜索,262,262,随机,000100股票行情,200.0
3,查询股票行情,2025搜索,262,262,随机,微软股票实时行情,377.0
8,汇率换算查询,2025搜索,805,805,流量最高,美元兑人民币汇率,51699.0
8,汇率换算查询,2025搜索,805,805,流量最高,日元对人民币汇率,49438.0
8,汇率换算查询,2025搜索,805,805,流量最高,美元兑换人民币汇率,32207.0
8,汇率换算查询,2025搜索,805,805,随机,一万日元等于多少人民币,2200.0
8,汇率换算查询,2025搜索,805,805,随机,中国银行今日最新汇率,204.0
8,汇率换算查询,2025搜索,805,805,随机,美元对日元,242.0
76,财经网站查询,2025搜索,98,98,流量最高,新浪财经,38637.0
76,财经网站查询,2025搜索,98,98,流量最高,免费行情网站.www,6749.0
76,财经网站查询,2025搜索,98,98,流量最高,免费行情网站,4125.0
76,财经网站查询,2025搜索,98,98,随机,同花顺官网,487.0
76,财经网站查询,2025搜索,98,98,随机,私募排排网,156.0
76,财经网站查询,2025搜索,98,98,随机,新浪财经手机版,195.0
40,股票信息查询,2025搜索,1847,1847,流量最高,英伟达股票,35316.0
40,股票信息查询,2025搜索,1847,1847,流量最高,特斯拉股票,34497.0
40,股票信息查询,2025搜索,1847,1847,流量最高,小米股票,18674.0
40,股票信息查询,2025搜索,1847,1847,随机,金地集团股票,330.0
40,股票信息查询,2025搜索,1847,1847,随机,蓝焰控股股票,174.0
40,股票信息查询,2025搜索,1847,1847,随机,泉峰汽车股票,472.0
69,大盘走势查询,2025搜索,83,83,流量最高,大盘指数,34342.0
69,大盘走势查询,2025搜索,83,83,流量最高,a股今日大盘股市行情,7456.0
69,大盘走势查询,2025搜索,83,83,流量最高,大盘,7242.0
69,大盘走势查询,2025搜索,83,83,随机,今日大盘最新走势,199.0
69,大盘走势查询,2025搜索,83,83,随机,大盘走势分析,352.0
69,大盘走势查询,2025搜索,83,83,随机,上证今日大盘,205.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,流量最高,蚂蚁庄园今日答案,32445.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,流量最高,蚂蚁庄园今日正确答案,4565.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,流量最高,蚂蚁庄园今天的答案最新,2784.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,随机,小鸡庄园答题的答案,204.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,随机,我国古代蚂蚁庄园,193.0
0,蚂蚁庄园今日答案查询,2025搜索,118,117,随机,蚂蚁庄园新答案,202.0
68,查询美股行情,2025搜索,50,50,流量最高,美股,27588.0
68,查询美股行情,2025搜索,50,50,流量最高,美股行情,13796.0
68,查询美股行情,2025搜索,50,50,流量最高,美股最新行情,11120.0
68,查询美股行情,2025搜索,50,50,随机,今日美股最新行情,398.0
68,查询美股行情,2025搜索,50,50,随机,百济神州美股,337.0
68,查询美股行情,2025搜索,50,50,随机,美股开盘时间,279.0
66,指数行情查询,2025搜索,92,92,流量最高,纳斯达克指数,23095.0
66,指数行情查询,2025搜索,92,92,流量最高,美元指数,17939.0
66,指数行情查询,2025搜索,92,92,流量最高,道琼斯指数,17340.0
66,指数行情查询,2025搜索,92,92,随机,金十数据,1305.0
66,指数行情查询,2025搜索,92,92,随机,399001深证成指数,275.0
66,指数行情查询,2025搜索,92,92,随机,香港恒生指数,1010.0
73,查询A股股票及板块信息,2025搜索,126,125,流量最高,a股,19391.0
73,查询A股股票及板块信息,2025搜索,126,125,流量最高,A股,9206.0
73,查询A股股票及板块信息,2025搜索,126,125,流量最高,宁德时代,6028.0
73,查询A股股票及板块信息,2025搜索,126,125,随机,建元信托,336.0
73,查询A股股票及板块信息,2025搜索,126,125,随机,深振业a股票,208.0
73,查询A股股票及板块信息,2025搜索,126,125,随机,京东方A,272.0
88,银行服务信息查询,2025搜索,55,55,流量最高,工商银行客户电话,17868.0
88,银行服务信息查询,2025搜索,55,55,流量最高,工商银行,9694.0
88,银行服务信息查询,2025搜索,55,55,流量最高,招商银行,7259.0
88,银行服务信息查询,2025搜索,55,55,随机,内蒙古农商银行,273.0
88,银行服务信息查询,2025搜索,55,55,随机,农商行,257.0
88,银行服务信息查询,2025搜索,55,55,随机,广州农商银行,217.0
14,加密货币价格行情查询,2025搜索,125,123,流量最高,比特币,14860.0
14,加密货币价格行情查询,2025搜索,125,123,流量最高,比特币价格,7354.0
14,加密货币价格行情查询,2025搜索,125,123,流量最高,英镑,4355.0
14,加密货币价格行情查询,2025搜索,125,123,随机,狗币的今日价格,167.0
14,加密货币价格行情查询,2025搜索,125,123,随机,虚拟货币,270.0
14,加密货币价格行情查询,2025搜索,125,123,随机,京东稳定币最新消息,252.0
79,贷款信息查询与办理,2025搜索,104,104,流量最高,房贷计算器,13927.0
79,贷款信息查询与办理,2025搜索,104,104,流量最高,贷款计算器,7336.0
79,贷款信息查询与办理,2025搜索,104,104,流量最高,房贷计算器2025贷款计算器,5080.0
79,贷款信息查询与办理,2025搜索,104,104,随机,房贷提前还款计算器,347.0
79,贷款信息查询与办理,2025搜索,104,104,随机,助学贷款利息多少钱一年,463.0
79,贷款信息查询与办理,2025搜索,104,104,随机,车贷还清之后需要办理什么手续,203.0
56,银行信用卡客服电话查询,2025搜索,102,102,流量最高,中信银行信用卡中心电话,13472.0
